id,ticker,sent,msg,comment
144196087,TCEHY,Bullish,$TCEHY my biggest position till yesterday when trimmed 70% n add to $ETSY $TWLO $NEWR $FIVN what a satisfaction Now returning back soon 🙏🏻
144134120,TCEHY,Bullish,$TCEHY love this stock!!
144110407,TCEHY,Bullish,$tcehy down for no reason 
144090787,TCEHY,Bullish,"$JD,$BABA,$IQ,$BZUN,$MOMO,$MU,$TCEHY Im loaded for China run which is coming, however anyone have any conviction US trades for EOY rally?"
144068011,TCEHY,Bullish,"$TCEHY in at 37.65. I think the stock looks cheap!!!! Will hold for a long time.

Long $JD"
144031721,TCEHY,Bullish,$TCEHY
144028164,TCEHY,Bullish,"$IQ $JD $TCEHY don&#39;t let the haters fool you, these stocks are in great long term positions

https://marketbrothersmedia.com/are-jd-com-iqiyi-and-tencent-buys-right-now/"
144027925,TCEHY,Bullish,@240sx $INUV $MYSZ $TCEHY $OGEN
144027330,TCEHY,Bullish,Future is very bright. When $Sogo monetizes search &amp; 1B users $TCEHY WECHAT can you imagine the value? Who moves to acquire? $BIDU or $GOOGL
143984566,TCEHY,Bullish,$TCEHY wow
143977903,TCEHY,Bullish,Sold 6 coins at $579. Moved over to $TCEHY
143977257,TCEHY,Bullish,$JD $BABA $TCEHY good thing Im invested in these safe havens haha! 
143970786,TCEHY,Bearish,$ATVI $NTES $TCEHY Keep in mind this game might not even get the green light for monetization in china... Just ask tencent investors.
143968433,TCEHY,Bullish,$TCEHY Holding surprisingly well atm.
143967441,TCEHY,Bullish,$TCEHY
144196771,TLRY,Bullish,$TLRY bears all talk over here
144188638,TLRY,Bullish,"$TLRY blocked so much bears on this feed, convincing themselves that this will go to 10, its at 100 either accept it or just stop trading it"
144186446,TLRY,Bullish,"SELL Tilray and Aurora and BUY Canopy instead. Canopy is the one with $4B from Constellation Brands, the maker of Corona! $TLRY $ACB $CGC"
144185982,TLRY,Bearish,$TLRY this will crash so hard after earnings
144184363,TLRY,Bullish,$TLRY vote republican so we can get the wall built
144183942,TLRY,Bullish,"$BOXL 40 mill and rev and worth 40 Mill!! No brainer- this is going double digits. 
Look at $TLRY  small income and $100"
144182841,TLRY,Bullish,$CGC  best stock iv ever purchased. 200000 shares @ .015 cents.  Hop on. $cgc $acb $TLRY
144181724,TLRY,Bullish,$TLRY $cgc $kgkg $acb $gcan $advt  let go ralllllyyyyyyyy
144180974,TLRY,Bullish,$TLRY $kgkg.
