o,u,t,p,u,t,/,2,0,1,8,-,1,1,-,1,2,.,c,s,v
144796254,APRN,Bullish,$APRN lets see that volume
144760896,APRN,Bullish,‪Most anticipated earnings for the week of November 12th 2018.‬ $HD $TLRY $SVMK $REED $WIX $APRN $ZTO $NVDA $CGC $SONO $EB $WMT $JWN
144745229,APRN,Bearish,$APRN headed down from the 20 MA strong resistance
144723195,APRN,Bullish,$APRN https://www.nasdaq.com/symbol/aprn/insider-trades
144723157,APRN,Bullish,$APRN insider trades look like a net 7mil shares bought
144699867,APRN,Bearish,$APRN 2 words. Hello fresh
144695263,APRN,Bullish,$APRN remain between 1.00 and 1.5 for a year and I will be rich haha
144827551,JD,Bullish,$JD  How long will this hold Bullish?
144826678,JD,Bullish,$JD TRUMP&#39;s other option: USA declares bankruptcy based on his past business dealings..puts USA in a depression unlikely scenario
144826487,JD,Bullish,$JD TRUMP: seeking possible best deal as long as US market holds up...China has leverage...Singles Day validated consumerism alive and well
144826313,JD,Bullish,"$JD 
FOCUS: PETER Navarro&#39;s speech other day was a bluff...USA trying to get possible trade deal from China SBUX went to China"
144825641,JD,Bullish,"$BABA $HUYA $JD $IQ $BIDU $CGC $CRON $SPX  $EA $AMZN $IBB $GOOG $AAPL

Jesus HELP us!!!"
144824460,JD,Bullish,"$YY $MOMO $IQ $JD $BABA $BIDU Double Bottom forming for all these Chinese STAWKS!  Don&#39;t sell now, too close to bottom. NAVARRO is a Douche!"
144824367,JD,Bullish,$JD REALLY good singles days numbers. market crashing JD UP nicely.  Be in this stock
144823964,JD,Bullish,@jdhenry124 I rode elevator down w/$BZUN from $40-&gt;$26 last yr after gr8 Qtr. This could go back to $26 range. Now Im hurting w/$JD
144821785,JD,Bullish,"$JD shorts will cover soon, they didnt expect this strength "
144820627,JD,Bullish,$JD everything getting crushed. This up
144820187,JD,Bullish,$JD market just can&#39;t work out how a growth company making $25B sales in 2 weeks  valued at $25B can possibly be a buy.. its a tricky 1 🤔
144816662,JD,Bullish,$JD
144811199,TCEHY,Bullish,$ROKU $TCEHY $EA $CGC shopping list
144810961,TCEHY,Bullish,$TCEHY
144789687,TCEHY,Bullish,$TCEHY dang killing me!
144771079,TCEHY,Bullish,$KWEB $JD $BABA $TCEHY Great Read -- Wiedhower Capital&#39;s long-term long thesis for JD.com  https://investoralmanac.com/2018/09/14/wiedhower-capital-jd-com-long-term-thesis/
144767964,TCEHY,Bullish,"$SPY $CQQQ $BABA $TCEHY 

China continues to grow as well as the US. Long both."
144759295,TCEHY,Bullish,$TCEHY
144753446,TCEHY,Bullish,$JD $KWEB $TCEHY Great summary of Hayden Capital&#39;s Letter -- long thesis for jd.com  https://investoralmanac.com/2018/05/04/hayden-capital-1q18-long-thesis-for-jd-com/
144752817,TCEHY,Bullish,$JD $TCEHY $BABA Great Read - Wiedhower Capital&#39;s long-term thesis for JD.com  https://investoralmanac.com/2018/09/14/wiedhower-capital-jd-com-long-term-thesis/
144746817,TCEHY,Bullish,$BABA beat $AMZN with 30 billions dollars in 1 days sales. $JD $VIPS $PDD $QD $SECO $FTCH https://mp.weixin.qq.com/s/ofebLTMnj3d7GbBnMWT0bw $WB $TCEHY $MOMO $LITE
144737637,TCEHY,Bullish,$baba $jd $bzun $amzn $Tcehy $wmt $qqq $spy BABA singles day - $23.7 billion and counting - live counter https://www.alizila.com
144729263,TCEHY,Bullish,$TCEHY $JD $BABA buyers down here will be huge winners
144719570,TCEHY,Bullish,$TCEHY. All In.
144719465,TCEHY,Bearish,$TCEHY what&#39;s the chance xi will cut a deal with Trump.  Naaaa  he won&#39;t work with him . They want to pun America
144713581,TCEHY,Bullish,"$TCEHY this stock is growing so fast for such a large company, time to buy

https://marketbrothersmedia.com/are-jd-com-iqiyi-and-tencent-buys-right-now/"
144828084,AMD,Bullish,"$AMD PLEASE NO MORE 500+ DOW DAY,,,LETS HAVE STEADY SLOW CLIMB,,,LOL."
144828021,AMD,Bullish,$AMD Pop + ↗️ trend back to $20s +/- 🤔
144827634,AMD,Bearish,"$AMD Well im out for the day, 18.99 to 19.41, Tee time later."
144827523,AMD,Bullish,"$AMD Exactly.  The truth is, long term investors make more in the long haul than day traders. FACT."
144827511,AMD,Bullish,$AMD ADDED 19.25
144827314,AMD,Bullish,"$AMD 15 MINUTES MACD IS ABOUT TO CROSS,,,ALL DEPENDS ON SMH, SOXL, SOX,,,NVDA"
144826342,AMD,Bullish,$AMD two bottoms are better than 1...
144825208,AMD,Bullish,$AMD  Look at where AMD is during a tech correction when 48 of 66 stocks are effected.  Not too shabby.  Strong...
144825197,AMD,Bullish,$AMD so quickly we forget. We literally did this last monday.
144825147,AMD,Bullish,$AMD no fockkking way $AAPL  goes up this goes up what a coincidence right poor bear ?🙄🤫🙃🤣😂 such an easy way to make cash here daytrade
144824660,AMD,Bullish,@sebastian66 Already bot $AMD at 19.  Now time to take profits
144824639,AMD,Bullish,"$AMD loaded up right at the bottom, great call, LOL"
144824488,AMD,Bullish,$AMD moooving with the market. Someone take some fiber out of these indices diets.. not healthy for any rectum to take this many dumps
144824147,AMD,Bearish,$AMD let cult members buy the dip! More pain tomorrow
144828227,BABA,Bullish,$AAPL Lets see how the Mrkt closes today. HF looking to Buy lower look to be playing this game right now $AMZN $BABA $AAPL $TSLA $GOOG $QQQ
144828091,BABA,Bullish,$BABA buying opportunity anything below $144.80 .. thats where mms are trying to hold from last few days... lets see close today
144827205,BABA,Bullish,$SPY Just starting to make sense :o) $AAPL $BABA $AMZN $NFLX $QQQ
144825985,BABA,Bullish,$BABA lol 😂 as soon as it starts reversing
144825673,BABA,Bullish,$BABA I expecting this to jump to 200 over next 2 months 😀💵💵💵💵
144825641,BABA,Bullish,"$BABA $HUYA $JD $IQ $BIDU $CGC $CRON $SPX  $EA $AMZN $IBB $GOOG $AAPL

Jesus HELP us!!!"
144825217,BABA,Bullish,$BABA $WB $BZUN $SINA $MOMO $WB a tanking US market is good for these China ADRs. It means deal will be made soon :). Longterm 👍
144825185,BABA,Bullish,$ACB 😴 $baba is down and had amazing singles day numbers but yeah let’s not base that with the whole market being down 😂 bears I swear
144825158,BABA,Bullish,$IQ 🇨🇳 China is Future Number 1 Economy in the world. 💵 💵. I am patient and will ignore MM 💵💵😀😀🇨🇳🇺🇸 👍 $BABA $WB
144824939,BABA,Bullish,$BABA My average cost is 142.30 so I am taking half my position off here at breakeven
144824933,BABA,Bullish,"$BABA did anyone track most product sales? Memory cards, cameras, laptops, and cell phones looked busiest to me"
144824648,BABA,Bearish,$BABA Wait until tax selling starts ramping up...
144824460,BABA,Bullish,"$YY $MOMO $IQ $JD $BABA $BIDU Double Bottom forming for all these Chinese STAWKS!  Don&#39;t sell now, too close to bottom. NAVARRO is a Douche!"
144823928,BABA,Bullish,$BABA $WB $BZUN $SINA $YY $MOMO so this is what it means by ridiculously cheap. :). 😋
144823846,BABA,Bearish,$BABA Way overbought
144823729,BABA,Bullish,$MU $100-$120  $BABA $300 plus in next 3 years load load load
144823185,BABA,Bullish,$BABA https://thediplomat.com/2018/11/ahead-of-xi-trump-g20-meeting-xi-meets-foreign-policy-guru-kissinger/ Some positivity in today&#39;d blood bath.
144823175,BABA,Bullish,$BABA Smart $$$ buying here.
144822552,BABA,Bullish,$SPY If we really do flush out the Election weak-hands we could even see a run to a Green Mrkt before EOD $BABA
